sample,D,extractant,abbreviation,[extracant]_M,org_ligand,[org_ligand]_M,organic_diluent,acid,[acid]_M,T_K,contact_time,contact_time_units,additional_info
Ni,0.02,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.5,TODGA,0.2,Exxsol-D80,HNO3,3.0,295.15,,,HAR
Rb,0.02,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.5,TODGA,0.2,Exxsol-D80,HNO3,3.0,295.15,,,HAR
Rn,0.02,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.5,TODGA,0.2,Exxsol-D80,HNO3,3.0,295.15,,,HAR
Sn,0.02,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.5,TODGA,0.2,Exxsol-D80,HNO3,3.0,295.15,,,HAR
Sb,0.02,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.5,TODGA,0.2,Exxsol-D80,HNO3,3.0,295.15,,,HAR
Te,0.02,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.5,TODGA,0.2,Exxsol-D80,HNO3,3.0,295.15,,,HAR
Cs,0.02,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.5,TODGA,0.2,Exxsol-D80,HNO3,3.0,295.15,,,HAR
Zr,30.0,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.5,TODGA,0.2,Exxsol-D80,HNO3,1.0,295.15,,,HAR
Zr,86.0,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.5,TODGA,0.2,Exxsol-D80,HNO3,2.0,295.15,,,HAR
Zr,142.0,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.5,TODGA,0.2,Exxsol-D80,HNO3,3.0,295.15,,,HAR
Zr,376.0,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.5,TODGA,0.2,Exxsol-D80,HNO3,4.0,295.15,,,HAR
Zr,0.01,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.5,TODGA,0.2,Exxsol-D80,HNO3,1.0,295.15,,,HAR; 0.05M CDTA
Zr,0.01,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.5,TODGA,0.2,Exxsol-D80,HNO3,2.0,295.15,,,HAR; 0.05M CDTA
Zr,0.01,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.5,TODGA,0.2,Exxsol-D80,HNO3,3.0,295.15,,,HAR; 0.05M CDTA
Zr,0.02,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.5,TODGA,0.2,Exxsol-D80,HNO3,4.0,295.15,,,HAR; 0.05M CDTA
Mo,1.21,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.5,TODGA,0.2,Exxsol-D80,HNO3,1.0,295.15,,,HAR
Mo,1.36,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.5,TODGA,0.2,Exxsol-D80,HNO3,2.0,295.15,,,HAR
Mo,1.93,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.5,TODGA,0.2,Exxsol-D80,HNO3,3.0,295.15,,,HAR
Mo,3.62,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.5,TODGA,0.2,Exxsol-D80,HNO3,4.0,295.15,,,HAR
Mo,1.43,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.5,TODGA,0.2,Exxsol-D80,HNO3,1.0,295.15,,,HAR; 0.05M CDTA
Mo,1.08,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.5,TODGA,0.2,Exxsol-D80,HNO3,2.0,295.15,,,HAR; 0.05M CDTA
Mo,2.1,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.5,TODGA,0.2,Exxsol-D80,HNO3,3.0,295.15,,,HAR; 0.05M CDTA
Mo,4.12,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.5,TODGA,0.2,Exxsol-D80,HNO3,4.0,295.15,,,HAR; 0.05M CDTA
Rb,0.001,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,1.0,HEDTA,0.05,hydrogenated tetrapropene,HNO3,4.2,,,,HAC; 0.2M C2H2O4
Sr,0.012,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,1.0,HEDTA,0.05,hydrogenated tetrapropene,HNO3,4.2,,,,HAC; 0.2M C2H2O4
Y,1.74,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,1.0,HEDTA,0.05,hydrogenated tetrapropene,HNO3,4.2,,,,HAC; 0.2M C2H2O4
Zr,0.03,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,1.0,HEDTA,0.05,hydrogenated tetrapropene,HNO3,4.2,,,,HAC; 0.2M C2H2O4
Mo,0.26,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,1.0,HEDTA,0.05,hydrogenated tetrapropene,HNO3,4.2,,,,HAC; 0.2M C2H2O4
Ru,0.4,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,1.0,HEDTA,0.05,hydrogenated tetrapropene,HNO3,4.2,,,,HAC; 0.2M C2H2O4
Rh,0.014,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,1.0,HEDTA,0.05,hydrogenated tetrapropene,HNO3,4.2,,,,HAC; 0.2M C2H2O4
Pd,0.02,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,1.0,HEDTA,0.05,hydrogenated tetrapropene,HNO3,4.2,,,,HAC; 0.2M C2H2O4
Cd,0.013,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,1.0,HEDTA,0.05,hydrogenated tetrapropene,HNO3,4.2,,,,HAC; 0.2M C2H2O4
Te,0.001,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,1.0,HEDTA,0.05,hydrogenated tetrapropene,HNO3,4.2,,,,HAC; 0.2M C2H2O4
Cs,0.001,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,1.0,HEDTA,0.05,hydrogenated tetrapropene,HNO3,4.2,,,,HAC; 0.2M C2H2O4
Ba,0.028,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,1.0,HEDTA,0.05,hydrogenated tetrapropene,HNO3,4.2,,,,HAC; 0.2M C2H2O4
La,5.8,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,1.0,HEDTA,0.05,hydrogenated tetrapropene,HNO3,4.2,,,,HAC; 0.2M C2H2O4
Ce,7.1,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,1.0,HEDTA,0.05,hydrogenated tetrapropene,HNO3,4.2,,,,HAC; 0.2M C2H2O4
Pr,7.0,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,1.0,HEDTA,0.05,hydrogenated tetrapropene,HNO3,4.2,,,,HAC; 0.2M C2H2O4
Nd,5.9,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,1.0,HEDTA,0.05,hydrogenated tetrapropene,HNO3,4.2,,,,HAC; 0.2M C2H2O4
Sm,4.7,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,1.0,HEDTA,0.05,hydrogenated tetrapropene,HNO3,4.2,,,,HAC; 0.2M C2H2O4
Eu,4.0,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,1.0,HEDTA,0.05,hydrogenated tetrapropene,HNO3,4.2,,,,HAC; 0.2M C2H2O4
Gd,3.6,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,1.0,HEDTA,0.05,hydrogenated tetrapropene,HNO3,4.2,,,,HAC; 0.2M C2H2O4
Rb,0.001,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.65,HEDTA,0.05,hydrogenated tetrapropene,HNO3,4.2,,,,HAC; 0.2M C2H2O4
Sr,0.006,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.65,HEDTA,0.05,hydrogenated tetrapropene,HNO3,4.2,,,,HAC; 0.2M C2H2O4
Y,0.9,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.65,HEDTA,0.05,hydrogenated tetrapropene,HNO3,4.2,,,,HAC; 0.2M C2H2O4
Zr,0.03,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.65,HEDTA,0.05,hydrogenated tetrapropene,HNO3,4.2,,,,HAC; 0.2M C2H2O4
Mo,0.22,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.65,HEDTA,0.05,hydrogenated tetrapropene,HNO3,4.2,,,,HAC; 0.2M C2H2O4
Ru,0.35,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.65,HEDTA,0.05,hydrogenated tetrapropene,HNO3,4.2,,,,HAC; 0.2M C2H2O4
Rh,0.01,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.65,HEDTA,0.05,hydrogenated tetrapropene,HNO3,4.2,,,,HAC; 0.2M C2H2O4
Pd,0.01,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.65,HEDTA,0.05,hydrogenated tetrapropene,HNO3,4.2,,,,HAC; 0.2M C2H2O4
Cd,0.008,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.65,HEDTA,0.05,hydrogenated tetrapropene,HNO3,4.2,,,,HAC; 0.2M C2H2O4
Te,0.001,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.65,HEDTA,0.05,hydrogenated tetrapropene,HNO3,4.2,,,,HAC; 0.2M C2H2O4
Cs,0.001,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.65,HEDTA,0.05,hydrogenated tetrapropene,HNO3,4.2,,,,HAC; 0.2M C2H2O4
Ba,0.024,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.65,HEDTA,0.05,hydrogenated tetrapropene,HNO3,4.2,,,,HAC; 0.2M C2H2O4
La,2.8,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.65,HEDTA,0.05,hydrogenated tetrapropene,HNO3,4.2,,,,HAC; 0.2M C2H2O4
Ce,3.5,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.65,HEDTA,0.05,hydrogenated tetrapropene,HNO3,4.2,,,,HAC; 0.2M C2H2O4
Pr,3.4,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.65,HEDTA,0.05,hydrogenated tetrapropene,HNO3,4.2,,,,HAC; 0.2M C2H2O4
Nd,2.9,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.65,HEDTA,0.05,hydrogenated tetrapropene,HNO3,4.2,,,,HAC; 0.2M C2H2O4
Sm,2.4,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.65,HEDTA,0.05,hydrogenated tetrapropene,HNO3,4.2,,,,HAC; 0.2M C2H2O4
Eu,2.0,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.65,HEDTA,0.05,hydrogenated tetrapropene,HNO3,4.2,,,,HAC; 0.2M C2H2O4
Gd,1.9,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.65,HEDTA,0.05,hydrogenated tetrapropene,HNO3,4.2,,,,HAC; 0.2M C2H2O4
Am(III),0.13,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.2,,,Dichloromethane,HNO3,3.0,295.15,10,min,
Am(III),0.27,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.2,,,Dichloromethane,HNO3,4.0,295.15,10,min,
Am(III),0.35,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.2,,,Dichloromethane,HNO3,5.0,295.15,10,min,
Am(III),0.056,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.2,,,Tetrachloroethane,HNO3,3.0,295.15,10,min,
Am(III),0.15,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.2,,,Tetrachloroethane,HNO3,4.0,295.15,10,min,
Am(III),0.26,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.2,,,Tetrachloroethane,HNO3,5.0,295.15,10,min,
Eu(III),0.024,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.2,,,Tetrachloroethane,HNO3,3.0,295.15,10,min,
Am(III),0.049,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.2,,,1-Octanol,HNO3,3.0,295.15,10,min,
Eu(III),0.033,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.2,,,1-Octanol,HNO3,3.0,295.15,10,min,
Am(III),0.052,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.2,,,"hydrogenated tetrapropene/1-Octanol, 1:1",HNO3,3.0,295.15,10,min,
Eu(III),0.035,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.2,,,"hydrogenated tetrapropene/1-Octanol, 1:1",HNO3,3.0,295.15,10,min,
Am(III),0.078,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.2,,,"hydrogenated tetrapropene/1-Octanol, 10%",HNO3,3.0,295.15,10,min,
Eu(III),0.045,"N,N'-dimethyl-N,N'-dioctylhexylethoxymalonamide",DMDOHEMA,0.2,,,"hydrogenated tetrapropene/1-Octanol, 10%",HNO3,3.0,295.15,10,min,
Sr,0.02,dimethylcyclohexano-18-crown-6,DMeCH18C6,0.001,,,n-Octanol,HNO3,1.0,298.15,1,min,
Sr,0.1,dimethylcyclohexano-18-crown-6,DMeCH18C6,0.005,,,n-Octanol,HNO3,1.0,298.15,1,min,
Sr,0.2,dimethylcyclohexano-18-crown-6,DMeCH18C6,0.01,,,n-Octanol,HNO3,1.0,298.15,1,min,
Sr,0.9,dimethylcyclohexano-18-crown-6,DMeCH18C6,0.05,,,n-Octanol,HNO3,1.0,298.15,1,min,
Sr,1.5,dimethylcyclohexano-18-crown-6,DMeCH18C6,0.1,,,n-Octanol,HNO3,1.0,298.15,1,min,
Sr,2.4,dimethylcyclohexano-18-crown-6,DMeCH18C6,0.2,,,n-Octanol,HNO3,1.0,298.15,1,min,
Sr,3.0,dimethylcyclohexano-18-crown-6,DMeCH18C6,0.3,,,n-Octanol,HNO3,1.0,298.15,1,min,
Sr,3.5,dimethylcyclohexano-18-crown-6,DMeCH18C6,0.5,,,n-Octanol,HNO3,1.0,298.15,1,min,
Am(III),0.86,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,,,Tetrachloroethylene,,,298.15,1,min,4.0M LiCl
Am(III),6.7,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,,,Tetrachloroethylene,,,298.15,1,min,0.3M LiNO3
Fe,0.13,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,1.0,298.15,1,min,
Y,3.0,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,1.0,298.15,1,min,
Zr,9.8,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,1.0,298.15,1,min,
Mo,6.5,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,1.0,298.15,1,min,
Tc,2.5,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,1.0,298.15,1,min,
Ru,0.19,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,1.0,298.15,1,min,
Rh,0.02,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,1.0,298.15,1,min,
Pd,2.5,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,1.0,298.15,1,min,
La,2.4,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,1.0,298.15,1,min,
Ce,4.9,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,1.0,298.15,1,min,
Pr,6.0,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,1.0,298.15,1,min,
Nd,7.1,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,1.0,298.15,1,min,
Sm,10.0,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,1.0,298.15,1,min,
Eu,9.8,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,1.0,298.15,1,min,
Am,7.8,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,1.0,298.15,1,min,
Fe,0.1,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Y,0.71,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Zr,60.0,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Mo,4.6,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Tc,0.27,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Ru,0.029,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Rh,0.015,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Pd,0.2,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
La,0.36,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Ce,0.71,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Pr,0.92,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Nd,1.1,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Sm,1.4,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Eu,1.5,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am,1.2,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Fe,1.0,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,6.0,298.15,1,min,
Y,0.67,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,6.0,298.15,1,min,
Zr,60.0,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,6.0,298.15,1,min,
Mo,15.0,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,6.0,298.15,1,min,
Tc,0.06,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,6.0,298.15,1,min,
La,0.12,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,6.0,298.15,1,min,
Ce,0.3,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,6.0,298.15,1,min,
Pr,0.43,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,6.0,298.15,1,min,
Nd,0.5,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,6.0,298.15,1,min,
Sm,0.72,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,6.0,298.15,1,min,
Eu,0.76,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,6.0,298.15,1,min,
Am,0.6,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,6.0,298.15,1,min,
Am,16.0,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,0.25,298.15,1,min,
Am,17.0,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,0.5,298.15,1,min,
Am,8.0,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,1.0,298.15,1,min,
Am,1.1,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am,0.6,"dioctyl N,N-diisobutylcarbamoylmethylphosphine oxide",DOD(IB)CMPO,0.25,TBP,0.75,Tetrachloroethylene,HNO3,6.0,298.15,1,min,
Ce(III),0.0136,"dioctyl N,N-diethylcarbamylphosphonate",DODECP,0.5,,,Decalin,HNO3,7.5,298.15,30,s,
Ce(III),0.0113,"dioctyl N,N-diethylcarbamylphosphonate",DODECP,0.5,,,Decalin,HNO3,6.5,298.15,30,s,1.0M NaNO3
Ce(III),0.0091,"dioctyl N,N-diethylcarbamylphosphonate",DODECP,0.5,,,Decalin,HNO3,5.5,298.15,30,s,2.0M NaNO3
Ce(III),0.0072,"dioctyl N,N-diethylcarbamylphosphonate",DODECP,0.5,,,Decalin,HNO3,4.5,298.15,30,s,3.0M NaNO3
Ce(III),0.009,"dioctyl N,N-diethylcarbamylphosphonate",DODECP,0.5,,,Decalin,HNO3,3.5,298.15,30,s,4.0M NaNO3
Ce(III),0.01,"dioctyl N,N-diethylcarbamylphosphonate",DODECP,0.5,,,Decalin,HNO3,2.5,298.15,30,s,5.0M NaNO3
Ce(III),0.0146,"dioctyl N,N-diethylcarbamylphosphonate",DODECP,0.5,,,Decalin,HNO3,1.5,298.15,30,s,6.0M NaNO3
Ce(III),0.033,"dioctyl N,N-diethylcarbamylphosphonate",DODECP,0.5,,,Decalin,HNO3,0.5,298.15,30,s,7.0M NaNO3
Ce(III),1.64,"dioctyl N,N-diethylcarbamylphosphonate",DODECP,1.0,,,Decalin,HNO3,0.1,298.15,30,s,5.0M NaNO3; 2M Ca(NO3)2
Ce(III),0.121,"dioctyl N,N-diethylcarbamylphosphonate",DODECP,1.0,,,Decalin,HNO3,2.55,298.15,30,s,2.55M NaNO3; 2M Ca(NO3)2
Ce(III),0.212,"dioctyl N,N-diethylcarbamylphosphonate",DODECP,1.0,,,Decalin,HNO3,5.1,298.15,30,s,2M Ca(NO3)2
Ce(III),5.4,"dioctyl N,N-diethylcarbamylphosphonate",DODECP,100.0,,,,HNO3,0.1,298.15,30,s,5.0M NaNO3; 2M Ca(NO3)2
Ce(III),4.6,"dioctyl N,N-diethylcarbamylphosphonate",DODECP,100.0,,,,HNO3,5.1,298.15,30,s,2M Ca(NO3)2
Ce(III),0.53,"dioctyl N,N-diethylcarbamylphosphonate",DODECP,1.0,,,Decalin,HNO3,0.1,298.15,30,s,5.0M NaNO3; 1M Ca(NO3)2
Ce(III),0.056,"dioctyl N,N-diethylcarbamylphosphonate",DODECP,1.0,,,Decalin,HNO3,2.55,298.15,30,s,2.55M NaNO3; 1M Ca(NO3)2
Ce(III),0.08,"dioctyl N,N-diethylcarbamylphosphonate",DODECP,1.0,,,Decalin,HNO3,5.1,298.15,30,s,1M Ca(NO3)2
Ce(III),3.29,"dioctyl N,N-diethylcarbamylphosphonate",DODECP,1.0,,,Decalin,HNO3,12.1,298.15,30,s,
Ce(III),0.0091,"dioctyl N,N-diethylcarbamylphosphonate",DODECP,0.5,,,Decalin,HNO3,6.1,298.15,30,s,
Ce(III),0.0179,"dioctyl N,N-diethylcarbamylphosphonate",DODECP,0.5,,,Decalin,HNO3,8.0,298.15,30,s,
